booking_id,hotel_id,hotel_name,room_type,nights,price_per_night,check_in,status
4895,H049,Hotel q,Double,8,190,2024-03-28,confirmed
2487,H025,Hotel Y,Single,5,100,2024-04-16,confirmed
553,H006,Hotel F,Single,5,351,2024-09-22,confirmed
1290,H013,Hotel M,Double,2,163,2024-02-10,confirmed
1717,H018,Hotel R,Suite,5,376,2024-05-04,confirmed
4397,H044,Hotel l,Double,6,373,2024-12-23,confirmed
1968,H020,Hotel T,Suite,2,122,2024-11-11,canceled
1216,H013,Hotel M,Suite,3,183,2024-07-24,canceled
1928,H020,Hotel T,Single,6,416,2024-08-12,confirmed
534,H006,Hotel F,Single,5,190,2024-06-22,confirmed
34,H001,Hotel A,Suite,6,88,2024-11-14,confirmed
3823,H039,Hotel g,Single,2,422,2024-08-27,canceled
2856,H029,Hotel ],Single,8,224,2024-04-19,confirmed
776,H008,Hotel H,Suite,5,118,2024-11-15,confirmed
230,H003,Hotel C,Single,9,326,2024-05-10,confirmed
4577,H046,Hotel n,Suite,7,204,2024-06-21,canceled
4267,H043,Hotel k,Single,6,349,2024-05-14,canceled
2910,H030,Hotel ^,Deluxe,4,316,2024-09-12,confirmed
683,H007,Hotel G,Double,1,186,2024-12-13,confirmed
2590,H026,Hotel Z,Double,8,152,2024-10-14,confirmed
1440,H015,Hotel O,Single,6,154,2024-04-24,confirmed
1251,H013,Hotel M,Suite,9,153,2024-02-28,canceled
1819,H019,Hotel S,Deluxe,2,350,2024-04-07,confirmed
401,H005,Hotel E,Deluxe,8,440,2024-06-23,confirmed
3879,H039,Hotel g,Double,9,438,2024-09-12,confirmed
1841,H019,Hotel S,Deluxe,7,341,2024-09-16,confirmed
4169,H042,Hotel j,Deluxe,7,69,2024-09-23,confirmed
2010,H021,Hotel U,Deluxe,5,266,2024-08-06,confirmed
3101,H032,Hotel `,Suite,3,313,2024-02-09,canceled
1221,H013,Hotel M,Deluxe,10,330,2024-09-21,confirmed
1703,H018,Hotel R,Single,5,409,2024-06-21,confirmed
709,H008,Hotel H,Suite,7,430,2024-01-25,canceled
1816,H019,Hotel S,Single,6,181,2024-01-28,confirmed
4617,H047,Hotel o,Deluxe,10,63,2024-01-09,confirmed
4734,H048,Hotel p,Double,2,397,2024-10-19,confirmed
775,H008,Hotel H,Single,4,355,2024-12-24,confirmed
3637,H037,Hotel e,Double,5,66,2024-03-21,canceled
2230,H023,Hotel W,Suite,9,352,2024-12-14,confirmed
4855,H049,Hotel q,Double,2,407,2024-07-02,confirmed
150,H002,Hotel B,Deluxe,2,290,2024-03-16,confirmed
350,H004,Hotel D,Suite,6,165,2024-06-05,confirmed
4590,H046,Hotel n,Suite,10,261,2024-11-28,confirmed
1077,H011,Hotel K,Deluxe,6,134,2024-08-19,confirmed
55,H001,Hotel A,Single,10,171,2024-01-01,confirmed
1376,H014,Hotel N,Deluxe,2,454,2024-04-14,canceled
2031,H021,Hotel U,Suite,9,115,2024-10-25,confirmed
1214,H013,Hotel M,Deluxe,6,290,2024-04-04,canceled
3074,H031,Hotel _,Suite,8,278,2024-04-22,confirmed
162,H002,Hotel B,Deluxe,3,426,2024-06-11,confirmed
2345,H024,Hotel X,Suite,8,425,2024-03-03,confirmed
4138,H042,Hotel j,Double,1,87,2024-02-24,confirmed
3746,H038,Hotel f,Single,9,227,2024-06-22,confirmed
4595,H046,Hotel n,Single,4,50,2024-08-20,confirmed
154,H002,Hotel B,Double,2,293,2024-12-13,confirmed
3691,H037,Hotel e,Single,1,272,2024-10-14,confirmed
2672,H027,Hotel [,Double,4,433,2024-03-10,confirmed
388,H004,Hotel D,Double,1,278,2024-04-18,confirmed
639,H007,Hotel G,Double,7,280,2024-08-03,canceled
3805,H039,Hotel g,Suite,2,422,2024-07-28,canceled
3094,H031,Hotel _,Single,4,112,2024-11-19,confirmed
4427,H045,Hotel m,Deluxe,5,303,2024-08-22,confirmed
4570,H046,Hotel n,Suite,6,72,2024-10-25,confirmed
1414,H015,Hotel O,Single,8,163,2024-06-13,confirmed
4967,H050,Hotel r,Double,7,84,2024-08-12,confirmed
4776,H048,Hotel p,Double,5,459,2024-06-06,canceled
1623,H017,Hotel Q,Double,2,250,2024-08-02,confirmed
1185,H012,Hotel L,Deluxe,2,436,2024-08-25,confirmed
232,H003,Hotel C,Single,2,50,2024-06-28,confirmed
866,H009,Hotel I,Deluxe,9,283,2024-09-07,confirmed
3041,H031,Hotel _,Single,8,126,2024-01-14,confirmed
1493,H015,Hotel O,Deluxe,9,452,2024-07-23,confirmed
968,H010,Hotel J,Suite,6,133,2024-05-09,confirmed
1936,H020,Hotel T,Single,4,278,2024-12-17,confirmed
2241,H023,Hotel W,Single,4,236,2024-02-23,confirmed
1898,H019,Hotel S,Double,8,362,2024-02-22,confirmed
3885,H039,Hotel g,Single,8,361,2024-03-08,confirmed
1752,H018,Hotel R,Deluxe,6,308,2024-11-19,canceled
180,H002,Hotel B,Single,4,144,2024-11-08,confirmed
3377,H034,Hotel b,Deluxe,1,340,2024-12-01,canceled
229,H003,Hotel C,Deluxe,1,500,2024-10-17,confirmed
3284,H033,Hotel a,Deluxe,10,99,2024-02-08,confirmed
4332,H044,Hotel l,Double,9,442,2024-02-06,confirmed
935,H010,Hotel J,Double,8,440,2024-03-13,confirmed
2091,H021,Hotel U,Suite,7,165,2024-10-27,confirmed
71,H001,Hotel A,Deluxe,9,475,2024-09-13,confirmed
3407,H035,Hotel c,Deluxe,10,183,2024-02-19,confirmed
1696,H017,Hotel Q,Deluxe,3,434,2024-11-10,confirmed
4992,H050,Hotel r,Deluxe,8,452,2024-04-22,confirmed
4024,H041,Hotel i,Single,4,491,2024-01-01,canceled
4241,H043,Hotel k,Single,5,377,2024-09-26,confirmed
3350,H034,Hotel b,Suite,4,454,2024-04-18,confirmed
3344,H034,Hotel b,Double,10,270,2024-05-05,confirmed
4285,H043,Hotel k,Deluxe,6,342,2024-04-09,confirmed
1040,H011,Hotel K,Double,9,364,2024-03-24,confirmed
2926,H030,Hotel ^,Single,9,275,2024-05-03,confirmed
4882,H049,Hotel q,Suite,7,322,2024-09-20,confirmed
1556,H016,Hotel P,Deluxe,6,256,2024-06-07,canceled
333,H004,Hotel D,Suite,1,283,2024-01-22,confirmed
1621,H017,Hotel Q,Deluxe,6,330,2024-03-18,confirmed
2782,H028,Hotel \,Double,7,245,2024-10-25,confirmed
2107,H022,Hotel V,Suite,1,102,2024-07-24,confirmed
4303,H044,Hotel l,Double,6,470,2024-08-18,confirmed
1305,H014,Hotel N,Double,8,144,2024-06-01,canceled
3455,H035,Hotel c,Double,7,67,2024-10-28,canceled
1828,H019,Hotel S,Deluxe,3,442,2024-05-14,confirmed
3698,H037,Hotel e,Deluxe,4,92,2024-05-07,canceled
3022,H031,Hotel _,Suite,9,87,2024-07-13,confirmed
585,H006,Hotel F,Double,3,170,2024-09-11,confirmed
688,H007,Hotel G,Double,3,455,2024-05-28,canceled
657,H007,Hotel G,Suite,1,344,2024-09-21,confirmed
4454,H045,Hotel m,Deluxe,6,104,2024-04-27,confirmed
3577,H036,Hotel d,Suite,3,480,2024-04-21,confirmed
4491,H045,Hotel m,Single,2,176,2024-06-17,confirmed
475,H005,Hotel E,Double,1,325,2024-05-13,confirmed
960,H010,Hotel J,Single,2,117,2024-03-28,confirmed
1930,H020,Hotel T,Suite,7,375,2024-03-03,confirmed
193,H002,Hotel B,Suite,3,90,2024-10-06,confirmed
4281,H043,Hotel k,Double,4,255,2024-02-28,confirmed
481,H005,Hotel E,Deluxe,8,188,2024-05-05,confirmed
3794,H038,Hotel f,Suite,10,403,2024-10-28,confirmed
4752,H048,Hotel p,Single,2,166,2024-08-14,confirmed
687,H007,Hotel G,Suite,8,101,2024-05-19,canceled
1308,H014,Hotel N,Double,1,57,2024-02-06,canceled
1333,H014,Hotel N,Double,6,463,2024-12-13,confirmed
3907,H040,Hotel h,Double,8,253,2024-04-11,canceled
4764,H048,Hotel p,Single,6,208,2024-11-05,canceled
4616,H047,Hotel o,Double,7,442,2024-09-02,confirmed
2178,H022,Hotel V,Deluxe,2,222,2024-06-20,confirmed
2328,H024,Hotel X,Double,3,407,2024-05-16,confirmed
3573,H036,Hotel d,Double,8,422,2024-12-06,confirmed
3333,H034,Hotel b,Double,1,420,2024-09-28,confirmed
1573,H016,Hotel P,Single,3,371,2024-09-26,canceled
2443,H025,Hotel Y,Single,6,483,2024-10-23,confirmed
2542,H026,Hotel Z,Suite,1,226,2024-04-15,confirmed
4015,H041,Hotel i,Single,9,251,2024-07-14,confirmed
2749,H028,Hotel \,Deluxe,2,162,2024-08-25,canceled
2146,H022,Hotel V,Suite,6,492,2024-07-06,confirmed
1799,H018,Hotel R,Suite,8,423,2024-11-10,confirmed
1273,H013,Hotel M,Suite,4,269,2024-12-24,confirmed
474,H005,Hotel E,Deluxe,7,165,2024-05-21,canceled
47,H001,Hotel A,Suite,10,122,2024-06-12,confirmed
405,H005,Hotel E,Single,6,150,2024-05-10,confirmed
1047,H011,Hotel K,Double,5,387,2024-11-03,confirmed
920,H010,Hotel J,Suite,3,109,2024-05-11,canceled
302,H004,Hotel D,Deluxe,10,110,2024-01-07,confirmed
1372,H014,Hotel N,Single,8,142,2024-08-15,canceled
1594,H016,Hotel P,Deluxe,6,419,2024-09-24,confirmed
329,H004,Hotel D,Double,4,195,2024-10-09,confirmed
2049,H021,Hotel U,Single,2,442,2024-09-21,confirmed
2957,H030,Hotel ^,Single,5,421,2024-08-27,canceled
785,H008,Hotel H,Suite,9,324,2024-02-08,confirmed
3109,H032,Hotel `,Double,9,191,2024-05-16,confirmed
2547,H026,Hotel Z,Deluxe,4,126,2024-03-14,canceled
1568,H016,Hotel P,Suite,2,163,2024-06-14,canceled
1246,H013,Hotel M,Deluxe,4,307,2024-11-09,confirmed
2156,H022,Hotel V,Single,2,294,2024-06-08,confirmed
4404,H045,Hotel m,Double,1,71,2024-10-10,canceled
2299,H023,Hotel W,Single,4,131,2024-02-27,canceled
1507,H016,Hotel P,Deluxe,1,262,2024-06-24,confirmed
1079,H011,Hotel K,Double,5,213,2024-11-05,confirmed
4291,H043,Hotel k,Deluxe,4,354,2024-10-11,confirmed
4122,H042,Hotel j,Single,6,456,2024-10-25,confirmed
3586,H036,Hotel d,Suite,3,116,2024-09-17,canceled
4197,H042,Hotel j,Suite,7,404,2024-10-15,confirmed
90,H001,Hotel A,Deluxe,5,183,2024-09-09,canceled
3555,H036,Hotel d,Suite,2,225,2024-03-19,confirmed
3106,H032,Hotel `,Deluxe,2,494,2024-05-15,canceled
2286,H023,Hotel W,Deluxe,3,199,2024-09-22,canceled
2872,H029,Hotel ],Single,1,497,2024-09-27,confirmed
2361,H024,Hotel X,Deluxe,8,86,2024-01-04,confirmed
3688,H037,Hotel e,Deluxe,5,472,2024-08-18,confirmed
3126,H032,Hotel `,Suite,2,265,2024-04-16,confirmed
2410,H025,Hotel Y,Double,5,178,2024-07-27,confirmed
1132,H012,Hotel L,Double,1,440,2024-06-28,canceled
2831,H029,Hotel ],Suite,4,410,2024-12-11,confirmed
2721,H028,Hotel \,Deluxe,2,196,2024-04-13,canceled
3847,H039,Hotel g,Double,7,171,2024-06-23,canceled
2956,H030,Hotel ^,Deluxe,9,490,2024-10-17,confirmed
213,H003,Hotel C,Double,10,256,2024-01-28,confirmed
3297,H033,Hotel a,Suite,2,105,2024-11-05,confirmed
3971,H040,Hotel h,Double,1,157,2024-10-19,confirmed
1747,H018,Hotel R,Double,1,391,2024-06-09,confirmed
3866,H039,Hotel g,Suite,7,59,2024-04-12,confirmed
442,H005,Hotel E,Deluxe,8,115,2024-04-02,confirmed
1992,H020,Hotel T,Double,6,311,2024-08-13,confirmed
879,H009,Hotel I,Double,8,263,2024-08-03,confirmed
3371,H034,Hotel b,Single,5,142,2024-06-27,canceled
2688,H027,Hotel [,Single,4,430,2024-11-25,confirmed
2133,H022,Hotel V,Deluxe,5,276,2024-01-21,canceled
3837,H039,Hotel g,Suite,9,122,2024-07-16,confirmed
1421,H015,Hotel O,Single,4,485,2024-03-21,confirmed
3451,H035,Hotel c,Suite,7,427,2024-02-15,confirmed
4902,H050,Hotel r,Deluxe,5,422,2024-09-20,confirmed
3220,H033,Hotel a,Deluxe,5,326,2024-06-10,confirmed
325,H004,Hotel D,Single,6,136,2024-02-04,confirmed
2533,H026,Hotel Z,Suite,6,456,2024-07-11,canceled
3329,H034,Hotel b,Single,3,413,2024-07-09,confirmed
786,H008,Hotel H,Single,5,139,2024-02-24,confirmed
1653,H017,Hotel Q,Deluxe,5,169,2024-05-15,confirmed
3744,H038,Hotel f,Double,7,85,2024-11-12,canceled
1116,H012,Hotel L,Deluxe,9,405,2024-06-06,confirmed
978,H010,Hotel J,Suite,6,218,2024-05-23,confirmed
2418,H025,Hotel Y,Single,9,434,2024-01-21,confirmed
296,H003,Hotel C,Deluxe,1,412,2024-03-13,confirmed
4483,H045,Hotel m,Suite,4,274,2024-07-11,confirmed
2269,H023,Hotel W,Deluxe,3,262,2024-08-08,confirmed
321,H004,Hotel D,Suite,10,304,2024-10-13,confirmed
2953,H030,Hotel ^,Suite,6,389,2024-02-19,confirmed
4708,H048,Hotel p,Deluxe,3,491,2024-12-12,canceled
1212,H013,Hotel M,Double,4,479,2024-12-25,confirmed
2852,H029,Hotel ],Double,10,146,2024-01-01,confirmed
4400,H044,Hotel l,Double,9,291,2024-05-19,confirmed
3862,H039,Hotel g,Deluxe,8,253,2024-01-13,confirmed
1113,H012,Hotel L,Deluxe,9,475,2024-11-14,confirmed
2707,H028,Hotel \,Deluxe,9,147,2024-11-02,confirmed
69,H001,Hotel A,Deluxe,9,469,2024-02-09,confirmed
1001,H011,Hotel K,Double,10,423,2024-05-02,confirmed
696,H007,Hotel G,Double,4,282,2024-06-05,confirmed
916,H010,Hotel J,Single,1,135,2024-05-14,confirmed
787,H008,Hotel H,Double,5,149,2024-02-06,confirmed
1579,H016,Hotel P,Deluxe,7,179,2024-02-01,confirmed
2504,H026,Hotel Z,Double,6,310,2024-09-26,confirmed
3827,H039,Hotel g,Suite,8,345,2024-05-25,confirmed
4897,H049,Hotel q,Deluxe,4,107,2024-06-13,confirmed
3180,H032,Hotel `,Single,2,229,2024-04-20,confirmed
1751,H018,Hotel R,Deluxe,2,475,2024-01-22,canceled
2452,H025,Hotel Y,Deluxe,8,205,2024-04-03,confirmed
805,H009,Hotel I,Deluxe,7,229,2024-09-15,confirmed
152,H002,Hotel B,Double,7,462,2024-02-06,confirmed
2466,H025,Hotel Y,Single,3,100,2024-10-21,canceled
827,H009,Hotel I,Suite,10,215,2024-07-16,confirmed
4506,H046,Hotel n,Double,4,351,2024-09-02,canceled
429,H005,Hotel E,Deluxe,6,203,2024-04-15,confirmed
1765,H018,Hotel R,Double,7,241,2024-03-16,confirmed
3305,H034,Hotel b,Suite,1,129,2024-07-17,canceled
722,H008,Hotel H,Double,4,184,2024-07-12,canceled
886,H009,Hotel I,Deluxe,3,358,2024-09-04,confirmed
830,H009,Hotel I,Deluxe,8,376,2024-07-13,canceled
2678,H027,Hotel [,Double,6,168,2024-12-17,confirmed
3112,H032,Hotel `,Deluxe,10,500,2024-10-26,confirmed
4893,H049,Hotel q,Suite,10,274,2024-03-26,confirmed
2056,H021,Hotel U,Double,1,358,2024-09-05,confirmed
258,H003,Hotel C,Single,3,324,2024-10-24,confirmed
4702,H048,Hotel p,Deluxe,2,414,2024-06-16,confirmed
73,H001,Hotel A,Deluxe,9,438,2024-02-07,canceled
1054,H011,Hotel K,Suite,4,208,2024-04-24,confirmed
4022,H041,Hotel i,Deluxe,9,166,2024-06-11,confirmed
2231,H023,Hotel W,Deluxe,3,314,2024-03-06,confirmed
4247,H043,Hotel k,Double,7,158,2024-09-15,confirmed
1757,H018,Hotel R,Double,5,353,2024-02-07,canceled
3221,H033,Hotel a,Suite,6,250,2024-02-26,confirmed
1596,H016,Hotel P,Double,5,145,2024-10-01,confirmed
298,H003,Hotel C,Single,8,260,2024-02-18,canceled
2408,H025,Hotel Y,Deluxe,10,204,2024-06-13,confirmed
1168,H012,Hotel L,Double,3,378,2024-01-17,confirmed
4383,H044,Hotel l,Suite,5,219,2024-05-20,canceled
1669,H017,Hotel Q,Double,9,185,2024-12-21,confirmed
650,H007,Hotel G,Suite,6,427,2024-11-19,confirmed
789,H008,Hotel H,Deluxe,3,373,2024-02-02,confirmed
676,H007,Hotel G,Double,2,410,2024-07-01,confirmed
2586,H026,Hotel Z,Deluxe,7,285,2024-03-18,confirmed
2924,H030,Hotel ^,Double,4,162,2024-11-27,confirmed
485,H005,Hotel E,Deluxe,7,152,2024-01-27,confirmed
2708,H028,Hotel \,Double,3,377,2024-04-28,confirmed
579,H006,Hotel F,Suite,9,486,2024-01-04,confirmed
1401,H015,Hotel O,Double,5,156,2024-04-02,confirmed
1690,H017,Hotel Q,Suite,2,468,2024-04-08,confirmed
933,H010,Hotel J,Deluxe,6,455,2024-10-26,confirmed
3836,H039,Hotel g,Single,5,61,2024-09-27,canceled
282,H003,Hotel C,Deluxe,1,181,2024-05-20,confirmed
1785,H018,Hotel R,Suite,9,81,2024-01-16,confirmed
320,H004,Hotel D,Deluxe,5,469,2024-01-25,confirmed
330,H004,Hotel D,Suite,2,196,2024-06-14,confirmed
2029,H021,Hotel U,Double,3,110,2024-09-18,canceled
2398,H024,Hotel X,Deluxe,3,128,2024-04-18,confirmed
4816,H049,Hotel q,Suite,1,373,2024-12-17,canceled
3511,H036,Hotel d,Double,10,271,2024-04-19,confirmed
369,H004,Hotel D,Double,8,267,2024-10-05,confirmed
861,H009,Hotel I,Suite,8,277,2024-10-20,confirmed
3540,H036,Hotel d,Deluxe,2,169,2024-05-23,canceled
2272,H023,Hotel W,Deluxe,2,222,2024-03-26,confirmed
88,H001,Hotel A,Deluxe,1,373,2024-10-07,confirmed
3574,H036,Hotel d,Double,2,269,2024-07-19,confirmed
525,H006,Hotel F,Single,5,94,2024-07-21,confirmed
2484,H025,Hotel Y,Suite,4,313,2024-05-26,confirmed
2709,H028,Hotel \,Single,8,424,2024-07-28,canceled
4135,H042,Hotel j,Single,4,66,2024-04-05,confirmed
4660,H047,Hotel o,Suite,6,262,2024-12-09,confirmed
1778,H018,Hotel R,Single,3,159,2024-09-01,confirmed
3889,H039,Hotel g,Double,5,435,2024-10-24,confirmed
4948,H050,Hotel r,Deluxe,2,344,2024-02-18,confirmed
783,H008,Hotel H,Deluxe,10,330,2024-03-01,confirmed
3531,H036,Hotel d,Double,8,454,2024-08-11,confirmed
1235,H013,Hotel M,Suite,9,272,2024-07-23,confirmed
1638,H017,Hotel Q,Suite,8,293,2024-12-12,confirmed
3992,H040,Hotel h,Suite,6,69,2024-02-01,confirmed
738,H008,Hotel H,Deluxe,10,440,2024-10-23,confirmed
3793,H038,Hotel f,Deluxe,2,409,2024-12-11,confirmed
736,H008,Hotel H,Suite,3,325,2024-06-10,confirmed
2958,H030,Hotel ^,Deluxe,4,324,2024-04-25,confirmed
2994,H030,Hotel ^,Suite,2,135,2024-08-27,confirmed
2142,H022,Hotel V,Suite,10,183,2024-05-03,confirmed
3149,H032,Hotel `,Double,10,363,2024-12-13,confirmed
3194,H032,Hotel `,Suite,8,466,2024-03-10,confirmed
4237,H043,Hotel k,Double,7,270,2024-08-15,confirmed
1013,H011,Hotel K,Single,9,388,2024-06-14,confirmed
2306,H024,Hotel X,Double,7,232,2024-09-25,confirmed
323,H004,Hotel D,Suite,3,260,2024-11-26,canceled
4641,H047,Hotel o,Suite,1,471,2024-11-04,confirmed
900,H009,Hotel I,Single,1,332,2024-08-11,confirmed
3138,H032,Hotel `,Single,7,260,2024-06-02,confirmed
2657,H027,Hotel [,Deluxe,7,237,2024-04-25,confirmed
4223,H043,Hotel k,Suite,7,391,2024-12-22,canceled
4302,H044,Hotel l,Double,9,466,2024-12-16,confirmed
4039,H041,Hotel i,Suite,3,224,2024-11-13,confirmed
616,H007,Hotel G,Double,7,303,2024-01-13,canceled
253,H003,Hotel C,Deluxe,2,228,2024-07-24,canceled
4842,H049,Hotel q,Suite,5,125,2024-06-11,canceled
2013,H021,Hotel U,Deluxe,6,188,2024-11-18,confirmed
3061,H031,Hotel _,Suite,10,406,2024-05-28,confirmed
1434,H015,Hotel O,Single,7,266,2024-07-22,confirmed
4041,H041,Hotel i,Double,3,175,2024-05-22,confirmed
3645,H037,Hotel e,Double,2,85,2024-10-06,confirmed
784,H008,Hotel H,Deluxe,3,296,2024-11-01,canceled
2951,H030,Hotel ^,Suite,8,286,2024-02-23,confirmed
548,H006,Hotel F,Deluxe,7,88,2024-03-14,confirmed
3797,H038,Hotel f,Single,5,75,2024-10-06,canceled
4065,H041,Hotel i,Deluxe,6,495,2024-07-28,confirmed
2237,H023,Hotel W,Deluxe,3,296,2024-10-05,confirmed
2611,H027,Hotel [,Suite,10,500,2024-06-21,canceled
1634,H017,Hotel Q,Single,4,102,2024-06-15,confirmed
3264,H033,Hotel a,Deluxe,1,233,2024-10-27,confirmed
1208,H013,Hotel M,Single,2,126,2024-03-19,confirmed
3235,H033,Hotel a,Deluxe,8,442,2024-03-16,canceled
1133,H012,Hotel L,Double,1,191,2024-06-18,confirmed
3775,H038,Hotel f,Double,9,143,2024-07-17,confirmed
3156,H032,Hotel `,Double,10,166,2024-09-18,canceled
3252,H033,Hotel a,Double,2,463,2024-10-01,confirmed
4859,H049,Hotel q,Single,2,74,2024-04-02,confirmed
3262,H033,Hotel a,Single,10,120,2024-02-05,confirmed
1247,H013,Hotel M,Double,7,438,2024-03-22,confirmed
3321,H034,Hotel b,Suite,7,123,2024-08-14,confirmed
357,H004,Hotel D,Deluxe,2,326,2024-11-02,confirmed
3715,H038,Hotel f,Deluxe,4,182,2024-09-02,confirmed
1855,H019,Hotel S,Deluxe,1,253,2024-09-21,confirmed
3800,H038,Hotel f,Deluxe,5,121,2024-12-07,confirmed
1146,H012,Hotel L,Deluxe,4,256,2024-10-08,confirmed
653,H007,Hotel G,Suite,7,486,2024-05-14,canceled
338,H004,Hotel D,Suite,1,222,2024-02-02,confirmed
274,H003,Hotel C,Deluxe,7,440,2024-04-10,canceled
4321,H044,Hotel l,Single,6,429,2024-05-07,confirmed
2548,H026,Hotel Z,Suite,10,155,2024-11-17,confirmed
4338,H044,Hotel l,Single,4,478,2024-02-17,canceled
3307,H034,Hotel b,Single,6,88,2024-08-10,canceled
2253,H023,Hotel W,Suite,5,66,2024-07-21,confirmed
208,H003,Hotel C,Double,9,252,2024-02-16,confirmed
465,H005,Hotel E,Double,7,314,2024-03-19,canceled
1010,H011,Hotel K,Double,3,95,2024-03-09,canceled
1417,H015,Hotel O,Suite,9,93,2024-08-06,confirmed
1701,H018,Hotel R,Single,5,188,2024-10-15,confirmed
685,H007,Hotel G,Double,8,220,2024-04-20,confirmed
1089,H011,Hotel K,Single,5,98,2024-05-12,confirmed
3681,H037,Hotel e,Double,4,197,2024-02-19,confirmed
759,H008,Hotel H,Single,2,380,2024-04-23,confirmed
4265,H043,Hotel k,Double,1,241,2024-12-27,confirmed
3016,H031,Hotel _,Double,8,126,2024-07-02,confirmed
3934,H040,Hotel h,Deluxe,4,285,2024-11-27,confirmed
4019,H041,Hotel i,Double,7,408,2024-12-20,confirmed
1031,H011,Hotel K,Suite,10,134,2024-07-13,confirmed
3925,H040,Hotel h,Double,7,237,2024-08-02,canceled
2580,H026,Hotel Z,Suite,9,494,2024-06-20,confirmed
3663,H037,Hotel e,Suite,9,136,2024-07-18,canceled
273,H003,Hotel C,Single,9,369,2024-07-09,confirmed
2461,H025,Hotel Y,Double,10,485,2024-12-20,confirmed
1578,H016,Hotel P,Single,7,210,2024-03-08,confirmed
3131,H032,Hotel `,Suite,4,377,2024-01-17,confirmed
617,H007,Hotel G,Double,3,220,2024-07-07,canceled
1636,H017,Hotel Q,Deluxe,5,250,2024-03-08,confirmed
532,H006,Hotel F,Deluxe,7,474,2024-08-24,confirmed
2687,H027,Hotel [,Suite,4,417,2024-11-03,confirmed
2444,H025,Hotel Y,Single,1,114,2024-03-26,confirmed
644,H007,Hotel G,Single,6,102,2024-07-06,confirmed
1253,H013,Hotel M,Double,8,387,2024-11-04,canceled
4220,H043,Hotel k,Deluxe,4,241,2024-07-09,confirmed
4052,H041,Hotel i,Deluxe,4,274,2024-10-28,confirmed
4082,H041,Hotel i,Suite,3,472,2024-01-08,confirmed
1801,H019,Hotel S,Double,2,354,2024-06-05,confirmed
2735,H028,Hotel \,Double,4,391,2024-11-28,confirmed
4297,H043,Hotel k,Suite,1,77,2024-08-03,confirmed
14,H001,Hotel A,Single,9,62,2024-12-13,canceled
4426,H045,Hotel m,Single,5,482,2024-05-08,confirmed
3594,H036,Hotel d,Single,5,249,2024-12-19,confirmed
4261,H043,Hotel k,Double,10,433,2024-02-03,confirmed
1661,H017,Hotel Q,Suite,8,373,2024-02-10,canceled
1704,H018,Hotel R,Single,10,70,2024-02-24,canceled
4034,H041,Hotel i,Double,9,63,2024-11-12,confirmed
4050,H041,Hotel i,Double,1,161,2024-12-28,confirmed
2765,H028,Hotel \,Deluxe,9,66,2024-07-03,confirmed
4883,H049,Hotel q,Suite,10,100,2024-08-07,canceled
717,H008,Hotel H,Suite,2,294,2024-02-15,canceled
2534,H026,Hotel Z,Deluxe,2,453,2024-03-19,canceled
1899,H019,Hotel S,Deluxe,4,377,2024-01-25,confirmed
365,H004,Hotel D,Single,5,455,2024-10-24,confirmed
2153,H022,Hotel V,Deluxe,1,324,2024-07-11,confirmed
2186,H022,Hotel V,Single,5,98,2024-06-08,confirmed
2244,H023,Hotel W,Single,3,427,2024-02-27,confirmed
2683,H027,Hotel [,Single,1,386,2024-02-22,confirmed
4064,H041,Hotel i,Single,1,241,2024-03-27,confirmed
160,H002,Hotel B,Double,9,307,2024-07-27,canceled
509,H006,Hotel F,Deluxe,8,165,2024-07-05,confirmed
4184,H042,Hotel j,Suite,4,470,2024-05-26,confirmed
1491,H015,Hotel O,Double,8,65,2024-08-17,confirmed
1939,H020,Hotel T,Double,10,404,2024-09-22,confirmed
1435,H015,Hotel O,Double,10,199,2024-04-11,confirmed
4775,H048,Hotel p,Single,10,177,2024-05-11,confirmed
97,H001,Hotel A,Double,2,340,2024-12-03,confirmed
4560,H046,Hotel n,Single,5,156,2024-02-03,canceled
4729,H048,Hotel p,Single,10,117,2024-07-24,confirmed
976,H010,Hotel J,Suite,3,297,2024-10-28,confirmed
2059,H021,Hotel U,Double,7,257,2024-02-14,confirmed
2492,H025,Hotel Y,Suite,7,349,2024-10-22,confirmed
1430,H015,Hotel O,Single,10,498,2024-10-03,confirmed
3380,H034,Hotel b,Double,10,157,2024-11-05,confirmed
3483,H035,Hotel c,Deluxe,4,251,2024-01-07,confirmed
4578,H046,Hotel n,Double,6,208,2024-09-08,confirmed
35,H001,Hotel A,Suite,5,467,2024-10-07,canceled
176,H002,Hotel B,Suite,8,352,2024-11-12,canceled
2864,H029,Hotel ],Double,4,174,2024-03-20,canceled
692,H007,Hotel G,Single,2,387,2024-07-01,confirmed
3289,H033,Hotel a,Single,6,151,2024-02-02,confirmed
1459,H015,Hotel O,Suite,3,459,2024-01-16,confirmed
96,H001,Hotel A,Suite,7,336,2024-12-27,canceled
138,H002,Hotel B,Single,9,79,2024-04-03,canceled
4193,H042,Hotel j,Single,5,87,2024-04-22,confirmed
1879,H019,Hotel S,Double,1,403,2024-05-07,confirmed
2996,H030,Hotel ^,Suite,9,344,2024-10-03,confirmed
2266,H023,Hotel W,Suite,1,56,2024-11-27,canceled
2061,H021,Hotel U,Deluxe,6,301,2024-07-06,confirmed
2459,H025,Hotel Y,Single,2,273,2024-05-11,confirmed
2421,H025,Hotel Y,Suite,10,343,2024-07-06,confirmed
